2622	1762
4573	1936
6962	4720
7875	5404
7768	7197
7524	6268
2255	1447
2622	1762
4573	1936
32400	30749
351	224
3781	1580
2827	700
3416	992
249	166
2757	793
140188	137484
40014	39094
73447	72707
73253	72252
60086	59213
78624	77854
78059	77191
72137	71501
77376	76532
79875	79129
140483	138789
364744	321107
157303	155284
75893	75053
17938	14475
7059	6788
3601	3230
73554	71429
80242	79690
70834	60289
66917	66032
72214	71438
87484	86502
68714	67865
2165	2010
2622	1762
4573	1936
3781	1580
2827	700
3416	992
249	166
2757	793
32400	30749
4573	1936
3781	1580
2827	700
3416	992
249	166
2757	793
32400	30745
1863	1666
9	7
9	7
9	7
9	7
10	7
10	7
10	7
18	16
19	16
18	16
9	7
5	3
163	19
5	3
9	7
10	8
11	9
11	9
8	6
11	9
11	9
11	9
11	9
11	9
11	9
11	9
11	9
11	9
8	5
8	5
8	5
11	9
11	9
8	5
11	9
8	5
11	9
8	5
11	9
10	8
1292	1267
1292	1267
1292	1267
2441	116
2441	116
209	192
402	373
365	329
383	354
394	357
316	262
313	278
325	289
337	305
322	246
335	285
325	279
325	266
332	282
330	275
332	289
328	280
323	257
333	271
332	292
270	95
268	57
265	30
314	275
328	267
333	304
327	273
336	275
323	283
327	265
332	301
215	172
327	299
362	343
371	365
360	330
358	313
325	263
326	299
315	303
333	288
330	284
332	292
338	267
316	277
328	267
332	304
326	278
335	268
320	280
324	252
325	280
315	282
326	286
342	312
322	268
339	271
320	276
313	280
324	284
340	307
325	251
336	282
324	281
327	264
333	287
327	267
336	294
327	282
324	268
352	315
345	283
316	261
314	307
325	291
337	302
322	245
336	287
326	271
324	263
333	283
331	276
332	288
328	280
321	254
331	269
333	294
237	202
390	373
342	266
320	276
313	280
324	284
340	307
325	251
336	282
324	281
327	264
333	287
327	267
336	294
327	282
324	268
332	276
332	289
13	7
291	221
323	284
313	280
323	280
344	311
322	257
335	278
321	288
329	267
332	290
326	265
340	290
318	253
314	277
325	296
333	290
331	263
329	254
319	275
314	281
323	284
341	308
324	251
335	281
323	289
326	263
332	286
326	265
335	293
326	260
324	268
333	277
333	290
258	215
362	341
352	286
319	263
313	280
328	285
333	290
323	244
335	293
326	281
323	270
332	276
332	289
330	284
330	262
322	255
329	258
333	301
336	268
328	267
332	303
267	114
256	18
264	43
265	45
268	54
264	42
264	42
294	162
328	266
333	304
251	217
358	338
291	133
265	45
263	42
262	36
265	48
262	39
259	27
286	101
319	244
318	273
320	291
333	290
326	261
336	298
335	269
320	274
328	262
332	307
331	283
351	323
322	244
323	275
313	301
334	290
330	285
332	291
337	268
317	278
327	266
332	304
326	275
335	272
322	282
328	268
333	303
318	250
333	288
313	260
363	343
329	254
325	287
314	281
327	284
342	312
321	264
368	360
330	286
329	276
322	269
330	262
333	298
246	209
252	218
361	330
321	244
321	272
314	303
336	292
329	285
332	291
402	373
402	373
402	373
402	373
402	373
3553	3304
9315	6460
11973	7135
11973	7135
31738	26320
38518	37332
38518	37332
3576	3273
350	310
38518	37332
9315	6460
61471	52449
43	36
3	2
3	2
4	2
4	2
4	2
4	2
3553	3304
3553	3304
3553	3304
402	373
402	379
9315	6514
9315	6515
9315	6514
9315	6514
9315	6514
9315	6514
31738	26390
31738	26390
15231	10441
16506	16068
14416	14119
15166	10908
15003	10182
16486	15724
15333	10948
16044	15633
17041	16826
14206	14041
16844	16114
14563	8063
15129	10795
16776	16318
16817	16238
16508	16162
16223	15919
16858	16520
16220	14802
16641	16338
16773	16263
16161	15678
13495	13146
43187	34665
43520	41497
25618	24921
43555	42289
38409	37136
44554	41782
3552	3485
44064	42521
42929	41655
3995	3644
44688	42648
43184	41357
43187	34651
43199	39908
33413	23895
47757	36574
44852	41270
44129	38888
59731	55444
31956	19031
47203	43935
37292	30631
76343	74435
57382	48896
57382	48937
57382	49016
57382	49020
350	310
43520	41497
25618	24921
43555	42289
38409	37136
48235	45409
87873	84010
48235	45409
48235	45409
87873	84010
87873	84010
84562	81047
84562	81047
69139	66424
69139	66424
91567	88588
91567	88588
89571	86596
89571	86596
81964	79454
81964	79454
87765	85310
87765	85310
82891	81416
82891	81416
249490	228108
249490	228108
